,plate,mjd,fiberid,class,subclass,z,h_alpha_flux,h_beta_flux,oiii_5007_flux,nii_6584_flux,oi_6300_flux,sii_6717_flux,sii_6731_flux,h_alpha_eqw,nii_6584_eqw
6102,465,51910,423,b'GALAXY',b'STARBURST',0.129962,323.079,80.06554,44.35508,101.355,10.42284,59.9824,37.87194,-37.3594,-12.12412
6103,465,51910,481,b'GALAXY',b'STARFORMING',0.06563365,372.5703,90.18761,16.19398,149.9835,10.42287,53.53793,36.33479,-25.01309,-10.08469
6104,465,51910,524,b'GALAXY',b'STARBURST',0.07477541,1696.907,559.4729,3228.907,51.69749,20.92424,100.2649,72.01309,-599.3263,-19.44729
6105,467,51901,247,b'GALAXY',b'STARFORMING',0.0512229,392.969,90.01398,27.12543,127.0187,13.0111,72.68392,49.85615,-24.24844,-7.402859
6106,467,51901,505,b'GALAXY',b'STARBURST',0.1215245,339.4551,96.2641,95.30081,79.42874,9.533061,61.95769,42.70804,-70.60166,-16.44395
6107,469,51913,624,b'GALAXY',b'STARFORMING',0.0767916,263.257,66.34193,30.90371,93.94075,12.73723,53.07922,41.75293,-29.12176,-10.28498
6108,471,51924,239,b'GALAXY',b'STARBURST',0.2439274,1038.193,343.951,1126.966,143.6458,25.5319,91.10763,74.71717,-244.827,-32.9308
6109,471,51924,359,b'GALAXY',b'STARBURST',0.05684596,889.4914,317.5567,623.5109,111.1796,22.81706,148.0345,101.9973,-127.7385,-16.90349
6110,473,51929,65,b'GALAXY',b'STARFORMING',0.08550963,326.1382,71.55666,23.79006,152.0654,7.27343,41.13141,37.16476,-27.74496,-13.01724
6111,475,51965,21,b'GALAXY',b'STARFORMING',0.04592871,325.8163,87.83675,75.67683,64.88031,9.598846,66.63244,45.04002,-37.97026,-7.522985
6112,475,51965,256,b'GALAXY',b'AGN',0.09333181,473.2657,95.79464,352.7001,459.7015,19.26277,92.98249,89.99236,-19.3843,-17.89666
6113,476,52314,599,b'QSO',b'STARBURST BROADLINE',0.2235473,236.6794,57.40317,169.821,193.7782,18.96999,46.76518,35.67931,-25.41048,-19.75939
6114,477,52026,16,b'GALAXY',b'STARBURST',0.05163884,3516.071,924.0624,2359.151,421.1823,72.72311,424.567,308.7397,-209.0676,-24.9173
6115,477,52026,270,b'GALAXY',b'STARBURST',0.07273176,733.111,150.8932,43.37434,432.8047,25.43608,116.3179,96.29961,-46.3946,-27.02861
6116,480,51989,346,b'GALAXY',b'STARFORMING',0.04923848,710.173,188.1865,285.3118,397.3205,28.86173,149.4524,105.6054,-18.2556,-10.18611
6117,481,51908,138,b'GALAXY',b'STARFORMING',0.02080278,283.9987,89.9933,120.1392,51.9087,10.6282,58.38609,39.32156,-24.34504,-4.370414
6118,483,51902,30,b'QSO',b'STARBURST BROADLINE',0.0988242,437.0857,100.7912,719.5791,265.8119,31.71491,79.98259,72.35822,-20.17481,-16.15119
6119,483,51942,203,b'GALAXY',b'STARFORMING',0.02575552,205.464,41.14838,18.10056,101.5147,8.679341,51.11676,36.55873,-15.79174,-7.722191
6120,483,51924,594,b'GALAXY',b'STARBURST',0.08612272,1629.218,542.4063,2214.472,79.89915,40.92407,153.6891,112.4455,-376.3329,-19.64302
6121,484,51907,576,b'GALAXY',b'STARFORMING',0.04632215,237.3989,63.39709,14.07013,79.36981,7.552127,38.65659,28.2055,-27.13086,-8.272409
6122,394,51913,362,b'GALAXY',b'STARFORMING',0.218339,86.55511,19.75362,31.41238,37.94167,14.16799,29.27887,21.4286,-16.51153,-8.369478
6123,394,51913,459,b'GALAXY',b'STARBURST',0.06912112,437.3351,130.2264,230.6566,82.36282,7.569723,47.39811,36.28845,-80.09664,-15.60561
6124,394,51812,631,b'GALAXY',b'STARBURST',0.070671,677.3641,128.5155,42.4604,311.3601,19.18202,98.24917,76.9075,-40.60218,-18.59983
6125,395,51783,38,b'GALAXY',b'STARFORMING',0.05054843,192.0139,31.03943,17.96638,123.6359,13.93656,39.70297,33.96352,-10.8225,-6.900744
6126,395,51783,161,b'GALAXY',b'STARFORMING',0.04491652,277.7994,63.77761,33.98536,79.48856,11.04492,62.83886,43.74995,-29.27893,-8.589131
6127,395,51783,489,b'GALAXY',b'AGN',0.06207767,77.22697,16.18038,37.82055,22.90785,9.026878,27.05471,21.37087,-6.179781,-1.67032
6128,396,51816,24,b'GALAXY',b'STARBURST',0.046133,674.15,171.4243,121.3486,162.4807,17.69253,126.2212,93.99821,-51.24443,-12.57824
6129,396,51816,217,b'GALAXY',b'STARBURST',0.06487714,497.5053,111.6035,144.1207,198.7963,9.778959,62.75125,53.65705,-70.53308,-27.67154
6130,397,51794,391,b'GALAXY',b'STARFORMING',0.05080719,327.9203,77.13904,38.13695,168.6561,12.97184,50.02124,48.07647,-20.39767,-10.24102
6131,397,51794,421,b'GALAXY',b'STARFORMING',0.04473713,439.0739,118.8647,53.51284,128.4276,15.38984,86.13307,67.03008,-38.21371,-10.93111
6132,399,51817,120,b'GALAXY',b'STARBURST',0.2087825,396.2224,90.80679,45.65715,136.4688,9.718641,69.1506,47.25634,-73.15886,-24.75355
6133,399,51817,299,b'GALAXY',b'STARBURST',0.02780725,416.0272,121.2193,94.61521,98.37289,12.65157,94.80539,69.64475,-45.27652,-10.4146
6134,399,51817,628,b'GALAXY',b'STARFORMING',0.07734935,948.2932,178.567,185.4092,727.5154,63.247,185.9219,155.0373,-35.39587,-26.17227
6135,400,51820,354,b'GALAXY',b'STARFORMING',0.08118004,256.3145,62.61391,21.5432,84.68166,12.96587,47.30802,34.40365,-29.30028,-9.244192
6136,401,51788,555,b'GALAXY',b'STARFORMING',0.05923813,401.8843,79.15062,154.6701,228.19,14.52227,63.1017,61.09659,-32.90503,-18.63843
6137,401,51788,614,b'GALAXY',b'STARBURST',0.05766368,193.6593,55.74436,106.3597,23.32051,6.446129,37.64094,25.27894,-46.28432,-5.307443
6138,402,51793,625,b'GALAXY',b'STARFORMING',0.02729941,3453.183,659.6366,108.9006,1248.028,41.29755,462.105,351.5917,-35.48673,-12.80939
6139,403,51871,261,b'GALAXY',b'STARBURST',0.0176394,500.0721,170.8669,444.5677,40.16763,16.96138,81.03428,56.52853,-55.43657,-4.931182
6140,403,51871,582,b'GALAXY',b'STARFORMING',0.07906473,357.4891,119.2421,75.60153,91.5591,14.21031,72.08263,51.81948,-24.21791,-6.339547
6141,404,51877,213,b'GALAXY',b'STARFORMING',0.04129331,285.1719,75.4069,60.75935,65.38742,9.538152,57.95152,37.6989,-37.71731,-8.070941
6142,404,51877,481,b'GALAXY',b'STARBURST',0.01949843,1183.725,344.4295,484.4239,195.969,13.99219,171.9083,122.1342,-53.88737,-9.255902
6143,404,51877,562,b'GALAXY',b'STARBURST',0.04088448,260.1612,74.52933,102.3812,44.68534,8.581668,56.84724,40.44837,-47.66873,-7.977188
6144,404,51812,623,b'GALAXY',b'STARFORMING',0.06703871,174.42,43.68368,17.56946,58.73563,6.584414,35.79304,25.89735,-21.7467,-7.702344
6145,405,51816,137,b'GALAXY',b'STARFORMING',0.0603517,207.4169,56.30458,30.42983,63.27367,7.389564,43.09792,30.13017,-28.45706,-9.059754
6146,405,51816,236,b'GALAXY',b'STARBURST',0.08695806,273.371,80.40009,57.65149,77.02234,8.007803,51.82433,38.98884,-43.4027,-12.58562
6147,405,51816,390,b'GALAXY',b'STARFORMING',0.1355562,222.0637,57.29652,40.89535,56.32813,11.58726,44.93452,29.26233,-38.53724,-9.495245
6148,405,51816,522,b'GALAXY',b'STARBURST',0.09281755,354.3871,98.46423,167.4751,67.22038,14.83177,67.17608,56.69798,-46.97849,-8.859365
6149,405,51816,609,b'GALAXY',b'STARFORMING',0.009191,94.05615,27.85662,60.07362,9.929942,12.18072,20.09623,10.54713,-19.55828,-2.320243
6150,406,51876,27,b'GALAXY',b'STARFORMING',0.05905089,457.4698,143.8369,173.578,89.67864,16.10416,89.24751,60.87726,-43.25067,-8.941776
6151,406,51869,227,b'GALAXY',b'STARFORMING',0.05510703,370.0737,100.0819,19.12388,132.9623,9.254565,60.57645,39.97685,-19.16943,-6.928021
6152,406,52238,260,b'GALAXY',b'STARBURST',0.1403847,228.9332,70.13261,58.75805,60.12011,7.854676,39.78529,30.28246,-54.38717,-13.97949
6153,406,51900,288,b'GALAXY',b'STARBURST',0.2503553,670.3305,176.409,247.2859,128.4639,28.73788,107.018,71.60864,-122.2293,-23.73356
6154,406,52238,307,b'GALAXY',b'STARBURST',0.04175138,405.0411,121.643,397.5529,25.3977,14.6518,52.42068,38.75022,-66.52654,-3.96088
6155,406,51876,395,b'GALAXY',b'STARBURST',0.193913,413.468,111.7643,73.59282,137.0484,15.986,70.55151,48.15312,-63.9273,-23.21633
6156,406,51869,456,b'GALAXY',b'STARFORMING',0.05841155,144.1485,43.37896,62.95365,23.66454,7.629889,29.4157,21.73132,-23.01118,-3.349669
6157,406,51876,474,b'GALAXY',b'STARBURST',0.0248326,854.0102,270.9903,547.0004,96.66363,41.42617,162.9862,115.1969,-41.13417,-4.731016
6158,406,51817,504,b'GALAXY',b'STARBURST',0.06586748,437.324,118.7957,33.07319,140.5612,10.24436,80.50597,49.84297,-41.36184,-13.44113
6159,406,51869,612,b'GALAXY',b'STARFORMING',0.0407685,268.8615,76.4724,34.92618,88.73591,9.882071,62.75416,44.22021,-22.45708,-7.126971
6160,407,51820,60,b'GALAXY',b'STARFORMING',0.05299129,128.554,38.83003,25.65647,30.74706,7.776791,34.32311,21.1329,-27.71886,-6.146704
6161,407,51820,183,b'GALAXY',b'AGN',0.05945019,189.1335,46.67157,67.07396,195.1358,28.11208,84.80412,71.01626,-5.653132,-5.7405
6162,407,51820,393,b'GALAXY',b'AGN',0.04669286,213.0037,42.36492,120.335,244.5424,24.96911,74.43728,57.36703,-6.940512,-6.87479
6163,407,51820,530,b'GALAXY',b'STARBURST',0.02183668,2430.423,480.1128,71.02288,984.9642,39.42786,327.6041,270.4915,-58.09318,-23.4949
6164,408,51821,601,b'GALAXY',b'STARFORMING',0.02415023,233.7395,67.34923,141.0779,23.14411,10.72702,47.39701,32.23148,-30.92758,-2.850566
6165,408,51821,602,b'GALAXY',b'STARFORMING',0.1312631,177.6581,48.7804,43.92684,42.90974,7.23407,35.52957,29.46502,-37.05029,-8.462444
6166,409,51871,496,b'GALAXY',b'STARFORMING',0.02780769,519.3016,56.47733,33.78181,375.6629,23.84511,97.19027,79.2193,-14.67995,-10.16633
6167,409,51871,563,b'GALAXY',b'STARFORMING',0.06429178,217.2699,54.38243,23.00802,131.3246,17.10822,52.89973,36.19227,-8.366071,-5.222445
6168,410,51877,188,b'GALAXY',b'STARFORMING',0.0794351,478.97,117.3591,18.81071,152.609,10.99895,76.20081,53.33934,-37.26144,-12.12777
6169,410,51877,320,b'GALAXY',b'STARBURST',0.02900218,364.9278,78.30548,35.81104,106.1861,13.06396,81.90608,56.94499,-43.63664,-12.54451
6170,410,51816,363,b'GALAXY',b'STARFORMING',0.05845289,329.8755,90.68414,31.88297,120.0875,12.10851,67.81628,46.48365,-18.4753,-7.16197
6171,410,51816,404,b'GALAXY',b'STARFORMING',0.1058471,525.1169,118.3034,30.43093,311.4801,16.45683,88.53432,72.94603,-26.88905,-15.70845
6172,411,51817,7,b'GALAXY',b'STARFORMING',0.06646138,340.1268,84.43591,56.73469,93.68418,13.5564,84.0423,46.67228,-23.64471,-6.641085
6173,411,51817,412,b'GALAXY',b'STARFORMING',0.07394207,202.3945,52.18264,35.99978,47.63213,8.533089,40.81778,29.16747,-35.9401,-8.489053
6174,411,51817,542,b'GALAXY',b'STARFORMING',0.1374352,932.7646,196.0936,99.52099,549.4259,37.31719,148.3594,139.5422,-57.38375,-32.06031
6175,411,51817,591,b'GALAXY',b'STARBURST',0.1066925,402.1938,108.2849,63.98643,118.2677,9.636748,73.98631,56.57919,-67.78958,-20.95473
6176,412,52258,14,b'GALAXY',b'STARBURST',0.1396723,418.3192,101.212,30.64171,161.2198,11.26377,57.5686,44.4361,-40.9775,-15.98978
6177,412,51931,92,b'GALAXY',b'STARBURST',0.03759526,1324.08,305.7489,126.0849,469.2944,33.48845,244.8589,181.8629,-52.24767,-18.47889
6178,412,52254,92,b'GALAXY',b'STARBURST',0.0375903,1355.325,312.5664,122.3422,467.9556,32.22431,246.9066,184.1379,-51.95256,-18.07061
6179,412,52250,141,b'GALAXY',b'STARBURST',0.138335,464.2711,135.9532,130.0716,102.8151,11.58511,73.71942,54.1237,-106.3848,-22.38286
6180,412,51931,201,b'GALAXY',b'STARFORMING',0.02548765,57.92094,14.69322,8.908478,15.52737,1.938579,14.0195,9.017489,-28.42154,-7.379902
6181,412,52258,444,b'GALAXY',b'AGN',0.1295508,189.4444,49.25193,505.7137,196.6005,20.42912,58.32166,54.8544,-14.1803,-13.78755
6182,485,51909,304,b'GALAXY',b'STARFORMING',0.191106,294.7295,56.34898,22.44064,125.1306,11.5391,42.14418,34.09166,-41.79704,-15.91962
6183,486,51910,172,b'GALAXY',b'AGN',0.0264958,309.9997,78.28224,258.8883,177.89,24.26985,66.87193,50.69314,-21.80644,-11.95131
6184,486,51910,611,b'GALAXY',b'STARFORMING',0.05370262,156.7771,42.03121,48.88134,38.46034,9.615995,36.82368,29.82199,-21.2974,-5.576298
6185,487,51943,80,b'GALAXY',b'STARFORMING',0.1176355,302.423,71.3931,27.3847,111.8422,8.787256,48.69875,33.82492,-32.57129,-10.72496
6186,488,51914,52,b'GALAXY',b'STARBURST',0.02353626,370.3063,112.7757,233.9295,37.66957,14.41577,64.50479,42.53141,-45.19671,-4.521914
6187,488,51914,495,b'GALAXY',b'STARFORMING',0.1167957,160.8098,30.43804,24.14678,80.71777,7.885274,27.95846,19.35713,-18.7201,-10.44213
6188,489,51930,134,b'GALAXY',b'STARBURST',0.03355464,1800.994,444.9348,106.5587,765.8034,41.20713,278.1182,224.197,-66.9803,-28.20403
6189,489,51930,328,b'GALAXY',b'STARBURST',0.1260165,640.2795,128.9817,32.31213,247.1735,18.63389,103.3642,81.76157,-50.09303,-19.28899
6190,490,51929,396,b'GALAXY',b'STARBURST',0.08031327,874.7455,272.5799,1414.117,25.7228,16.35894,58.38199,41.116,-299.0278,-9.570167
6191,491,51942,439,b'QSO',b'STARBURST BROADLINE',0.167366,396.2824,106.9086,704.4427,248.8997,41.53742,60.07747,70.1746,-14.73027,-9.598279
6192,492,51955,449,b'GALAXY',b'STARBURST',0.04892339,2859.566,977.3443,3676.472,153.8858,60.87452,282.6161,207.3953,-270.8858,-15.95253
6193,492,51955,556,b'GALAXY',b'STARFORMING',0.04879577,119.8665,36.73,42.78154,19.79854,7.159076,29.27808,19.20974,-18.36907,-3.525615
6194,492,51955,567,b'GALAXY',b'STARFORMING',0.0805347,114.5242,32.16076,24.96841,27.18196,6.555318,23.52377,21.50109,-22.99618,-5.435228
6195,493,51957,132,b'GALAXY',b'STARBURST',0.0631078,386.7963,114.3505,235.2544,49.04639,10.85002,65.62843,45.42053,-48.63292,-6.801671
6196,493,51957,218,b'GALAXY',b'STARBURST',0.06278825,351.5252,108.7632,226.3443,36.91703,17.14625,60.24322,41.41499,-58.72778,-6.258531
6197,494,51915,504,b'GALAXY',b'AGN',0.1115136,27.41409,7.146853,19.11997,49.81754,9.960623,18.51971,15.71444,-3.720162,-5.154871
6198,500,51994,157,b'GALAXY',b'STARBURST',0.1329602,556.2822,133.9621,50.89723,191.6033,16.7331,90.87926,63.91712,-47.16143,-16.14015
6199,500,51994,403,b'GALAXY',b'AGN',0.2293071,317.9677,69.22849,414.5784,200.3812,43.62381,82.74564,80.65817,-113.1443,-68.47531
6200,500,51994,579,b'GALAXY',b'STARFORMING',0.04754539,126.5365,38.50605,11.49219,40.91664,6.518024,29.35885,23.16642,-17.81894,-5.653037
6201,502,51957,35,b'GALAXY',b'STARFORMING',0.04895276,264.8348,84.96921,125.9996,46.04436,9.497737,54.84276,36.78655,-31.25248,-5.340546
6202,502,51957,98,b'GALAXY',b'STARBURST',0.02145526,631.3241,203.0119,375.1031,99.18703,17.53621,113.4287,79.08771,-45.42923,-7.381272
6203,502,51957,214,b'GALAXY',b'STARFORMING',0.0450184,195.4647,50.00613,39.56182,44.91562,8.208489,44.19359,32.86099,-30.02662,-7.187429
6204,502,51957,502,b'GALAXY',b'STARFORMING',0.09533469,196.9031,42.8025,18.96436,71.5359,7.902966,39.85188,28.88652,-16.68354,-6.087454
6205,503,51999,75,b'GALAXY',b'STARFORMING',0.04480786,394.9095,103.9764,83.56461,103.9483,12.83803,77.8071,55.85228,-24.62322,-6.465537
6206,503,51999,223,b'GALAXY',b'STARBURST',0.05110417,526.3083,146.849,261.0734,72.68462,15.99215,91.84073,68.81499,-65.36426,-8.756086
6207,503,51999,225,b'GALAXY',b'AGN',0.07256725,149.033,40.07574,244.4517,71.57093,13.91088,24.97342,19.22766,-13.14661,-6.997754
6208,503,51999,449,b'GALAXY',b'STARFORMING',0.1045022,696.9282,147.492,40.01653,354.1446,18.15399,90.24726,71.77123,-27.24802,-13.83123
6209,505,52317,489,b'GALAXY',b'STARFORMING',0.05038036,705.068,195.5712,31.29408,247.1003,12.67711,108.227,76.8922,-34.9276,-12.28553
6210,505,52317,555,b'GALAXY',b'STARFORMING',0.08052532,286.7481,56.39503,15.18947,91.04669,9.614357,50.90054,40.59334,-35.99689,-11.57112
6211,506,52022,168,b'GALAXY',b'AGN',0.1055475,289.1278,71.19504,657.827,200.5496,38.33907,68.98633,67.13948,-25.57258,-16.75465
6212,506,52022,172,b'GALAXY',b'STARBURST',0.07555552,1023.209,310.4999,566.3323,158.4341,33.91607,157.2689,112.0353,-92.21042,-14.62454
6213,506,52022,269,b'GALAXY',b'STARBURST',0.2098481,709.1077,215.4961,787.3121,89.55172,17.65077,68.07985,51.02616,-169.5869,-17.57297
6214,506,52022,280,b'GALAXY',b'STARFORMING',0.04035571,523.8704,127.8697,133.5227,107.1273,15.59593,92.79825,63.56222,-37.43959,-7.527846
6215,507,52353,194,b'GALAXY',b'STARBURST',0.03604817,777.9617,205.8821,656.3858,61.99012,22.48604,101.141,64.27274,-64.10375,-5.326821
6216,507,52353,632,b'GALAXY',b'STARFORMING',0.03683766,203.286,75.73177,141.7711,23.279,10.08502,41.06423,32.3208,-23.28004,-2.187918
6217,508,52366,518,b'GALAXY',b'STARBURST',0.06494025,304.3246,81.6227,128.4336,51.95101,10.83289,62.7286,41.32872,-43.95582,-7.515607
6218,511,52636,192,b'GALAXY',b'AGN',0.07966346,234.8,58.65265,320.0096,122.3107,16.75828,50.56522,44.57595,-22.17955,-10.93403
6219,511,52636,341,b'GALAXY',b'STARFORMING',0.04631335,135.3438,23.08998,11.84577,62.57615,10.33525,34.68954,32.14687,-16.21035,-6.204775
6220,511,52636,342,b'GALAXY',b'STARBURST',0.02918619,514.2274,164.9007,166.4769,91.71757,11.56558,96.62738,65.59682,-67.18864,-12.51682
6221,511,52636,599,b'GALAXY',b'STARBURST',0.04057531,587.3029,169.2619,241.3783,100.4036,21.04853,115.3022,85.69012,-51.77468,-8.468808
6222,512,51992,214,b'GALAXY',b'STARFORMING',0.07221092,415.5313,111.0762,47.18028,136.3053,10.15916,79.40041,53.88148,-38.76756,-12.36706
6223,513,51989,233,b'GALAXY',b'STARBURST',0.09887895,688.8007,168.47,58.63803,221.8829,15.41321,119.1433,83.36284,-75.84278,-29.13529
6224,513,51989,280,b'GALAXY',b'STARFORMING',0.09282392,409.1067,104.4373,35.72258,132.2287,15.56854,80.96696,57.86376,-36.96083,-11.67106
6225,513,51989,303,b'GALAXY',b'STARBURST',0.1093957,812.5233,181.5857,43.99214,335.8112,15.87534,120.4131,90.20158,-45.3483,-18.82986
6226,515,52051,69,b'GALAXY',b'STARBURST',0.07742388,374.2354,111.531,136.4341,72.78522,12.69426,77.49217,46.75929,-62.20337,-11.74656
6227,516,52017,3,b'GALAXY',b'STARBURST',0.09028209,903.8934,215.3669,61.84688,376.4744,20.91312,151.4899,112.4512,-57.2507,-24.21719
6228,516,52017,403,b'GALAXY',b'STARBURST',0.08471214,2024.684,645.1011,3843.126,30.91439,20.99911,62.41178,45.36135,-777.1767,-14.54257
6229,517,52024,32,b'GALAXY',b'STARBURST',0.1274105,544.8074,111.1566,36.08357,196.7777,14.53718,99.84972,74.06206,-51.62615,-18.90884
6230,517,52024,158,b'GALAXY',b'',0.1465486,348.0218,78.55421,15.78362,128.3273,8.522657,54.14974,43.69901,-29.52692,-10.98958
6231,518,52282,165,b'GALAXY',b'STARBURST',0.1073633,580.5909,125.6044,156.7391,165.1437,32.97816,113.6856,83.97663,-50.01645,-15.48905
6232,518,52282,194,b'GALAXY',b'AGN',0.09831205,134.243,26.8644,33.89613,87.54173,25.84673,57.5854,37.79058,-7.726333,-5.249764
6233,519,52283,456,b'GALAXY',b'STARBURST',0.02543448,931.6045,292.6787,1086.064,68.89668,20.09139,96.94215,71.06145,-92.65955,-6.919161
6234,520,52288,112,b'GALAXY',b'STARFORMING',0.05393511,101.782,29.95836,35.26786,16.11143,5.095736,27.17832,17.46459,-22.76377,-3.521213
6235,521,52326,128,b'GALAXY',b'STARFORMING',0.01582721,337.1039,119.1825,276.5746,40.67106,12.29319,54.8346,40.03357,-38.28901,-4.336372
6236,522,52024,232,b'GALAXY',b'STARBURST',0.04864417,217.6992,59.02831,45.02091,51.78108,9.662502,41.97181,31.6307,-37.67769,-8.615545
6237,522,52024,471,b'GALAXY',b'STARFORMING',0.09082977,685.3081,174.6693,47.79247,258.3519,14.36845,116.4282,86.66322,-37.72984,-14.1043
6238,524,52027,363,b'GALAXY',b'STARFORMING',0.06922107,510.1945,105.7973,20.96096,156.759,12.88968,43.01176,36.45232,-19.33873,-5.8694
6239,525,52295,295,b'GALAXY',b'STARFORMING',0.07040368,782.8583,194.5121,119.2777,318.504,35.01062,165.5003,129.088,-35.53777,-14.34458
6240,526,52312,262,b'GALAXY',b'STARBURST',0.01932724,838.6931,276.6742,948.0937,49.45862,19.73664,100.3249,64.81618,-102.0931,-5.878247
6241,526,52312,340,b'GALAXY',b'STARFORMING',0.0669861,597.3469,141.3858,48.79184,304.6176,14.24189,94.77624,81.41685,-33.68802,-17.2484
6242,385,51783,504,b'GALAXY',b'STARFORMING',0.134179,252.1738,48.91495,14.82342,88.17682,9.682414,49.2968,34.16607,-34.83492,-11.98838
6243,386,51788,516,b'GALAXY',b'AGN BROADLINE',0.1667607,385.2863,102.6841,619.2241,304.096,43.7644,120.5973,99.96274,-26.23768,-19.17798
6244,388,51793,49,b'GALAXY',b'STARBURST',0.08051316,794.8496,140.078,92.02459,257.554,29.35965,164.2843,121.1204,-50.516,-16.40534
6245,390,51816,183,b'GALAXY',b'',0.07153272,177.7881,27.73892,71.52789,243.1775,21.33923,45.34902,36.68319,-11.19872,-13.91427
6246,390,51900,350,b'GALAXY',b'STARFORMING',0.01768062,273.3958,71.42265,164.0568,29.83567,9.789152,51.55693,34.28767,-35.20323,-3.488835
6247,390,51900,397,b'GALAXY',b'STARBURST',0.08056682,545.6643,123.27,40.15263,183.504,16.46895,105.095,73.18048,-55.15321,-18.61435
6248,390,51900,564,b'GALAXY',b'AGN',0.0702478,106.266,26.26015,24.61096,98.57046,21.40033,70.32855,51.53151,-6.408191,-5.763898
6249,391,51782,89,b'GALAXY',b'STARBURST',0.03329302,776.8774,237.9271,427.8838,102.5554,18.24014,109.1164,82.27927,-77.41176,-10.42239
6250,391,51782,529,b'GALAXY',b'AGN BROADLINE',0.1042937,711.3071,195.4064,993.8893,1056.336,167.2152,384.3877,347.3163,-35.09303,-49.39715
6251,392,51793,25,b'GALAXY',b'STARBURST',0.04527778,376.7685,112.1588,213.5768,48.88037,14.11449,69.58102,48.88971,-48.58628,-6.37933
6252,392,51793,33,b'GALAXY',b'STARBURST',0.2195968,384.9742,82.81655,112.2876,276.1194,38.87542,109.1673,101.7971,-49.76947,-32.98185
6253,392,51793,74,b'GALAXY',b'STARFORMING',0.01950521,623.611,150.5685,47.4,222.3099,11.63196,122.8035,86.58326,-44.58473,-15.61893
6254,392,51793,287,b'GALAXY',b'STARBURST',0.06060154,1807.25,310.6368,145.4157,853.1025,37.04737,228.5901,174.9631,-45.67397,-21.77469
6255,393,51794,322,b'GALAXY',b'STARFORMING',0.06120325,188.115,46.18182,47.49754,47.23376,9.976759,47.502,35.55904,-23.44132,-6.313387
6256,393,51794,437,b'GALAXY',b'STARBURST',0.04335782,586.6827,146.7051,95.83768,120.8979,16.89532,125.4614,84.91924,-62.56303,-12.12094
6257,394,51913,171,b'GALAXY',b'STARFORMING',0.1160491,184.584,45.39589,12.62735,67.27452,6.061372,32.91253,23.44447,-28.45202,-10.67885
6258,394,51913,258,b'GALAXY',b'STARBURST',0.216963,192.1594,49.6361,16.71069,77.8793,5.875327,36.23151,24.72388,-46.78719,-15.5232
6259,394,51913,259,b'GALAXY',b'STARBURST',0.04235192,405.6712,122.4209,298.7943,34.68299,15.13877,70.22092,48.08902,-44.82795,-3.675686
6260,394,51812,592,b'GALAXY',b'STARFORMING',0.08019346,447.4439,110.0509,41.28599,239.7998,15.50682,107.5036,75.25805,-15.83692,-8.261585
6261,394,51812,624,b'GALAXY',b'STARFORMING',0.07107751,174.7713,44.93158,41.13214,38.45244,9.832915,35.10229,24.21053,-31.66827,-7.443074
6262,396,51816,498,b'GALAXY',b'STARBURST',0.06751009,510.1606,171.0132,581.6948,19.15019,14.60073,53.69315,37.07659,-134.0031,-5.40527
6263,397,51794,354,b'GALAXY',b'STARFORMING',0.05389864,295.6137,87.74052,26.80989,80.70628,7.581487,54.68945,40.07371,-32.50911,-8.849166
6264,399,51817,46,b'GALAXY',b'STARFORMING',0.05027152,275.0953,86.84319,111.0027,52.2708,10.3685,62.87651,43.99895,-30.52559,-6.735004
6265,399,51817,311,b'GALAXY',b'STARBURST',0.07416473,328.7438,82.63662,43.91424,102.3815,9.789989,71.64958,51.5696,-41.48712,-12.85626
6266,399,51817,521,b'GALAXY',b'STARBURST',0.1407322,243.0894,72.68486,117.7698,47.55932,8.081433,40.88516,29.36801,-49.56879,-9.583424
6267,399,51817,590,b'GALAXY',b'STARFORMING',0.1188331,224.5236,59.24377,24.58501,59.17117,10.55779,49.96124,32.52871,-37.73549,-9.888991
6268,400,51820,177,b'GALAXY',b'STARBURST',0.186373,319.5244,79.35815,23.43945,109.6074,10.57802,46.8039,36.9537,-54.2812,-17.13296
6269,400,51820,291,b'GALAXY',b'STARFORMING',0.08477509,541.5858,133.3351,26.39043,244.2392,18.02554,109.7044,76.40592,-14.76039,-6.831855
6270,400,51820,319,b'GALAXY',b'STARBURST',0.04950111,491.6521,152.9535,351.5099,52.73228,13.73144,69.9304,50.64117,-64.54519,-7.438352
6271,400,51820,401,b'GALAXY',b'STARFORMING',0.1214123,252.3893,61.21603,100.6025,144.9957,11.05238,34.73392,31.67394,-29.11786,-15.57584
6272,400,51820,568,b'GALAXY',b'STARBURST',0.01891498,2145.136,670.3109,2794.338,128.7505,37.39174,176.7854,123.8486,-143.0659,-8.701243
6273,401,51788,3,b'GALAXY',b'STARBURST',0.08963312,268.7919,79.99651,60.33198,69.54576,13.76407,65.00305,48.39209,-39.15899,-10.10991
6274,401,51788,195,b'GALAXY',b'STARFORMING',0.05620177,141.8436,38.62177,49.97391,30.56889,10.44303,29.47083,19.05147,-19.50973,-3.506108
6275,401,51788,245,b'GALAXY',b'STARFORMING',0.1689569,270.0918,86.26062,129.2395,131.9649,18.65752,44.63678,54.34274,-39.23532,-18.42285
6276,402,51793,100,b'GALAXY',b'STARFORMING',0.1346351,268.5887,55.84975,22.85147,91.62619,11.37751,56.16018,26.58764,-18.14355,-6.263431
6277,402,51793,129,b'GALAXY',b'STARFORMING',0.05867875,270.8783,50.14607,26.12539,113.8099,10.53152,55.45695,39.60552,-25.0851,-10.91675
